,text,pre,truth
934,陈丽华1941年出生于北京，正黄旗世家，美国佐治亚州萨凡那艺术设计学院荣誉博士，全国政协委员,"[('陈 丽 华', '北 京', 2), ('陈 丽 华', '1941 年', 4)]","[('陈 丽 华', '美 国 佐 治 亚 州 萨 凡 那 艺 术 设 计 学 院', 5), ('陈 丽 华', '1941 年', 4), ('陈 丽 华', '北 京', 2)]"
935,尤奎，1933年出生于浙江嘉兴，中国低音提琴演奏家，曾与绍根宝及韦郁佩共同组织编译出我国第一部低音提琴专业书籍《低音提琴演奏艺术》于1985年10月油印成册，散发全国,"[('尤 奎', '中 国', 1), ('尤 奎', '浙 江 嘉 兴', 2), ('尤 奎', '1933 年', 4)]","[('尤 奎', '中 国', 1), ('尤 奎', '浙 江 嘉 兴', 2), ('尤 奎', '1933 年', 4)]"
936,简介庞绍林，男，1971年7月出生，汉族，山西省祁县人，2002年4月加入中国共产党，1996年8月参加工作，西安公路交通大学大学毕业，高级工程师,"[('庞 绍 林', '中 国', 1), ('庞 绍 林', '1971 年 7 月', 4), ('庞 绍 林', '山 西 省', 2), ('庞 绍 林', '汉 族', 3)]","[('庞 绍 林', '山 西 省 祁 县', 2), ('庞 绍 林', '1971 年 7 月', 4), ('庞 绍 林', '汉 族', 3)]"
937,创作背景《像梦一样自由》这首歌曲是由大陆创作人汪峰填词、谱曲，大陆创作人贾轶男编曲，汪峰演唱的一首摇滚歌曲,"[('像 梦 一 样 自 由', '汪 峰', 9), ('像 梦 一 样 自 由', '汪 峰', 6), ('像 梦 一 样 自 由', '汪 峰', 8)]","[('像 梦 一 样 自 由', '汪 峰', 9), ('像 梦 一 样 自 由', '汪 峰', 6), ('像 梦 一 样 自 由', '汪 峰', 8)]"
938,《下町火箭》导演福泽克雄此前与池井户润合作过《半泽直树》和《罗斯福游戏》1,"[('下 町 火 箭', '福 泽 克 雄', 14)]","[('罗 斯 福 游 戏', '福 泽 克 雄', 14), ('半 泽 直 树', '福 泽 克 雄', 14), ('下 町 火 箭', '福 泽 克 雄', 14)]"
939,人物简介杨晴，1976年5月5日出生于上海，毕业于北京师范大学艺术系，2001年创立北京音乐私人管家工作室,"[('杨 晴', '上 海', 2), ('杨 晴', '1976 年 5 月 5 日', 4), ('杨 晴', '北 京 师 范 大 学', 5)]","[('杨 晴', '上 海', 2), ('杨 晴', '1976 年 5 月 5 日', 4), ('杨 晴', '北 京 师 范 大 学', 5)]"
940,人物简介谢克非，男，1961年12月生，汉族，中共正式党员，浙江永嘉人，博士研究生学历，教授，硕士研究生导师，现为南昌工程学院研究生处处长,"[('谢 克 非', '汉 族', 3), ('谢 克 非', '浙 江 永 嘉', 2)]","[('谢 克 非', '1961 年 12 月', 4), ('谢 克 非', '浙 江 永 嘉', 2), ('谢 克 非', '汉 族', 3)]"
941,《昭元秘诀》是1927年枹罕书斋出版的图书，作者是伊本·阿拉比、贾米,"[('昭 元 秘 诀', '伊 本 · 阿 拉 比', 11), ('昭 元 秘 诀', '[UNK] 罕 书 斋', 12), ('昭 元 秘 诀', '贾 米', 11)]","[('昭 元 秘 诀', '贾 米', 11), ('昭 元 秘 诀', '伊 本 · 阿 拉 比', 11), ('昭 元 秘 诀', '[UNK] 罕 书 斋', 12)]"
942,2.阿甘正传《阿甘正传》是由罗伯特·泽米吉斯执导的电影，由汤姆·汉克斯、罗宾·怀特等人主演，于1994年7月6日在美国上映,"[('阿 甘 正 传', '1994 年 7 月 6 日', 16), ('阿 甘 正 传', '汤 姆 · 汉 克 斯', 13), ('阿 甘 正 传', '罗 伯 特 · 泽 米 吉 斯', 14)]","[('阿 甘 正 传', '1994 年', 16), ('阿 甘 正 传', '汤 姆 · 汉 克 斯', 13), ('阿 甘 正 传', '罗 伯 特 · 泽 米 吉 斯', 14)]"
943,《勿忘心安》由裴育作词、曲世聪作曲编曲、张杰演唱，是香港电影《窃听风云》的主题曲，也是《窃听风云》系列电影的终极推广曲,"[('勿 忘 心 安', '裴 育', 8), ('勿 忘 心 安', '曲 世 聪', 9)]","[('勿 忘 心 安', '裴 育', 8), ('勿 忘 心 安', '曲 世 聪', 9), ('勿 忘 心 安', '张 杰', 6)]"
944,覃国正，男，1954年8月出生，汉族，籍贯湖南邵阳，1978年12月加入中国共产党，在职大学学历,"[('覃 国 正', '中 国', 1)]","[('覃 国 正', '湖 南 邵 阳', 2), ('覃 国 正', '1954 年 8 月', 4), ('覃 国 正', '汉 族', 3)]"
945,《光辉岁月》是黄家驹为南非黑人领袖曼德拉创作的一首感人至深的作品6,"[('曼 德 拉', '南 非', 1), ('光 辉 岁 月', '黄 家 驹', 8)]","[('曼 德 拉', '南 非', 1), ('光 辉 岁 月', '黄 家 驹', 8), ('光 辉 岁 月', '黄 家 驹', 9)]"
946,宗宏宇，1986年生，河北张家口人，2009年毕业于河北师范大学文学学院，同年到石家庄职业财会学校任专职书法教师，2011年考入河北师范大学攻读书法学硕士研究生并担任河北师大法政学院书法教师,"[('宗 宏 宇', '1986 年 生', 4), ('宗 宏 宇', '河 北 师 范 大 学', 5), ('宗 宏 宇', '河 北 张 家 口', 2)]","[('宗 宏 宇', '1986 年', 4), ('宗 宏 宇', '河 北 师 范 大 学', 5), ('宗 宏 宇', '河 北 张 家 口', 2)]"
947,《就是孙悟空》是郭富城演唱的一首歌曲，由梁美薇作词，金培达作曲，该歌曲是电影《西游记之孙悟空三打白骨精》的主题曲,"[('就 是 孙 悟 空', '金 培 达', 9), ('就 是 孙 悟 空', '梁 美 薇', 8), ('就 是 孙 悟 空', '郭 富 城', 6)]","[('就 是 孙 悟 空', '金 培 达', 9), ('就 是 孙 悟 空', '梁 美 薇', 8), ('就 是 孙 悟 空', '郭 富 城', 6)]"
948,姓名：司马恂性别：男出生年月：不详国籍：中国时代：明代籍贯：浙江绍兴民族：汉族身份：司马光后人,"[('司 马 [UNK]', '浙 江 绍 兴', 2), ('司 马 [UNK]', '汉 族', 3)]","[('司 马 光', '汉 族', 3), ('司 马 [UNK]', '浙 江 绍 兴', 2), ('司 马 [UNK]', '汉 族', 3)]"
949,吴清满，男，汉族，1965年3月出生，大专学历，1981年1月参加工作，1985年10月加入中国共产党，现任罗江县农业局党组成员、局长,"[('吴 清 满', '汉 族', 3), ('吴 清 满', '中 国', 1)]","[('吴 清 满', '汉 族', 3), ('吴 清 满', '中 国', 1), ('吴 清 满', '1965 年 3 月', 4)]"
950,《越痛越想你》是由雷诺儿演唱，海雷填词，雷诺儿谱曲的一首歌,"[('越 痛 越 想 你', '雷 诺 儿', 9), ('越 痛 越 想 你', '海 雷', 8), ('越 痛 越 想 你', '雷 诺 儿', 6)]","[('越 痛 越 想 你', '雷 诺 儿', 9), ('越 痛 越 想 你', '海 雷', 8), ('越 痛 越 想 你', '雷 诺 儿', 6)]"
951,天上的西藏《天上的西藏》是一首经典的西藏民歌，由西藏词作家刘一澜作词，著名作曲家赵小钧谱曲，藏族青年女歌手尼玛拉毛倾情演唱,"[('天 上 的 西 藏', '刘 一 澜', 8)]","[('尼 玛 拉 毛', '藏 族', 3), ('天 上 的 西 藏', '刘 一 澜', 8), ('天 上 的 西 藏', '赵 小 钧', 9)]"
952,田承冉 男，1952年生，汉族，山东桓台人，共党员,"[('田 承 冉', '汉 族', 3)]","[('田 承 冉', '山 东 桓 台', 2), ('田 承 冉', '1952 年', 4), ('田 承 冉', '汉 族', 3)]"
953,简介吴有文 男，1949年3月出生于宁夏中卫市，中共党员，大学毕业，汉族，现任政协宁夏回族自治区第九届委员会常委、人口资源环境委员会主任,"[('吴 有 文', '汉 族', 3)]","[('吴 有 文', '1949 年 3 月', 4), ('吴 有 文', '汉 族', 3), ('吴 有 文', '宁 夏 中 卫 市', 2)]"
954,《给我一点线索》是歌手姜育恒演唱的一首歌曲，收录于专辑《昨日梦已远》中,"[('给 我 一 点 线 索', '昨 日 梦 已 远', 7)]","[('给 我 一 点 线 索', '姜 育 恒', 6), ('昨 日 梦 已 远', '姜 育 恒', 6), ('给 我 一 点 线 索', '昨 日 梦 已 远', 7)]"
955,《午夜情挑》是由查尔斯·加洛特执导，苏珊·萨兰登、玛丽-弗朗丝·皮西尔参演的爱情片,"[('午 夜 情 挑', '查 尔 斯 · 加 洛 特', 14)]","[('午 夜 情 挑', '查 尔 斯 · 加 洛 特', 14), ('午 夜 情 挑', '苏 珊 · 萨 兰 登', 13), ('午 夜 情 挑', '玛 丽 - 弗 朗 丝 · 皮 西 尔', 13)]"
956,简介李曙亮，男，汉族，1975年生于河南洛阳，注册会计师、注册税务师、注册资产评估师、国际注册内部审计师、高级会计师，2002年3月至今在河南东方今典房地产集团有限公司从事内部审计工作，长期从事房地产开发企业的财务及相关工作,"[('李 曙 亮', '河 南 洛 阳', 2), ('李 曙 亮', '汉 族', 3), ('李 曙 亮', '1975 年', 4)]","[('李 曙 亮', '河 南 洛 阳', 2), ('李 曙 亮', '汉 族', 3), ('李 曙 亮', '1975 年', 4)]"
957,《已经到了时候》是何维健演唱的一首歌曲，该曲目收录在专辑《柠檬甜甜的》中,"[('已 经 到 了 时 候', '柠 檬 甜 甜 的', 7)]","[('已 经 到 了 时 候', '何 维 健', 6), ('柠 檬 甜 甜 的', '何 维 健', 6), ('已 经 到 了 时 候', '柠 檬 甜 甜 的', 7)]"
958,《预言书》是关智斌演唱、林若宁填词、张敬轩谱曲和作曲的歌曲,"[('预 言 书', '林 若 宁', 8)]","[('预 言 书', '关 智 斌', 6), ('预 言 书', '林 若 宁', 8), ('预 言 书', '张 敬 轩', 9)]"
959,《在凌晨》是张震岳作词、作曲、演唱的歌曲，收录在专辑《有问题》、《阿岳正传》,"[('在 凌 晨', '有 问 题', 7), ('在 凌 晨', '张 震 岳', 8)]","[('在 凌 晨', '张 震 岳', 9), ('在 凌 晨', '张 震 岳', 6), ('在 凌 晨', '张 震 岳', 8)]"
960,孙益科，男，汉族， 1966年3月生，四川苍溪人，中共党员， 1987年7月参加工作，大学文化，现任广元市公安局党委委员1，交通警察支队支队长2,"[('孙 益 科', '汉 族', 3), ('孙 益 科', '1966 年 3 月', 4), ('孙 益 科', '四 川 苍 溪', 2)]","[('孙 益 科', '汉 族', 3), ('孙 益 科', '1966 年 3 月', 4), ('孙 益 科', '四 川 苍 溪', 2)]"
961,专辑背景《天庥日记》是由电视剧《外来媳妇本地郎》中演康家长孙--天庥（李俊毅） 所唱的一首歌曲，也是天庥作为歌手正式发行的单曲,"[('天 [UNK] 日 记', '李 俊', 6)]","[('天 [UNK] 日 记', '李 俊 毅', 6), ('天 [UNK] 日 记', '天 [UNK]', 6), ('外 来 媳 妇 本 地 郎', '李 俊 毅', 13)]"
962,《单身宿舍连环泡》根据在日本有数百万册惊人销量的漫画《单身宿舍连环泡》改编，并由李威、窦智孔、梁又琳等新生偶像携手演出,"[('单 身 宿 舍 连 环 泡', '窦 智 孔', 13), ('单 身 宿 舍 连 环 泡', '梁 又 琳', 13), ('单 身 宿 舍 连 环 泡', '李 威', 13)]","[('单 身 宿 舍 连 环 泡', '窦 智 孔', 13), ('单 身 宿 舍 连 环 泡', '梁 又 琳', 13), ('单 身 宿 舍 连 环 泡', '李 威', 13)]"
963,2004年，编导了根据日本作家片山恭一的同名小说改编，由大泽隆夫、长泽雅美主演的爱情电影《在世界中心呼唤爱》，影片以85亿日元的票房打破了日本电影史爱情片的票房纪录，并获得第28届日本电影学院奖最佳电影提名，行定勋也凭借此片获得了最佳导演提名,"[('片 山 恭 一', '日 本', 1)]","[('在 世 界 中 心 呼 唤 爱', '长 泽 雅 美', 13), ('在 世 界 中 心 呼 唤 爱', '大 泽 隆 夫', 13)]"
964,《凤凰于飞》是1945年的同名电影主题歌，片中有两首同名主题歌，都为陈蝶衣（原名陈哲勋）作词，陈歌辛（原名陈昌寿）作曲，周璇演唱,"[('凤 凰 于 飞', '周 璇', 6), ('凤 凰 于 飞', '陈 蝶 衣', 8), ('凤 凰 于 飞', '陈 歌 辛', 9)]","[('凤 凰 于 飞', '周 璇', 6), ('凤 凰 于 飞', '陈 蝶 衣', 8), ('凤 凰 于 飞', '陈 歌 辛', 9)]"
965,汤光宋  男，汉族，1940年3月出生，湖南湘潭县人,"[('汤 光 宋', '汉 族', 3), ('汤 光 宋', '1940 年 3 月', 4), ('汤 光 宋', '湖 南 湘 潭 县', 2)]","[('汤 光 宋', '汉 族', 3), ('汤 光 宋', '1940 年 3 月', 4), ('汤 光 宋', '湖 南 湘 潭 县', 2)]"
966,《网络管理员教程》是2009年清华大学出版社出版的图书，作者是严体华、张凡,"[('网 络 管 理 员 教 程', '张 凡', 11), ('网 络 管 理 员 教 程', '严 体 华', 11), ('网 络 管 理 员 教 程', '清 华 大 学 出 版 社', 12)]","[('网 络 管 理 员 教 程', '清 华 大 学', 12), ('网 络 管 理 员 教 程', '严 体 华', 11), ('网 络 管 理 员 教 程', '张 凡', 11)]"
967,《今年流行浪漫》是孙悦的音乐作品，收录在《为了这一天》专辑中,"[('今 年 流 行 浪 漫', '为 了 这 一 天', 7)]","[('今 年 流 行 浪 漫', '孙 悦', 6), ('今 年 流 行 浪 漫', '为 了 这 一 天', 7), ('今 年 流 行 浪 漫', '孙 悦', 8)]"
968,弗拉兹洛，波兰籍足球运动员，1989年出生于拉多姆（波兰），效力于罗兹维德泽夫俱乐部,"[('弗 拉 兹 洛', '波 兰', 1), ('弗 拉 兹 洛', '1989 年', 4), ('弗 拉 兹 洛', '拉 多 姆', 2)]","[('弗 拉 兹 洛', '1989 年', 4), ('弗 拉 兹 洛', '拉 多 姆', 2), ('弗 拉 兹 洛', '波 兰', 1)]"
969,马甫忠 男，汉族，1962年10月出生，甘肃酒泉人，省委党校大学学历，中共党员，1981年8月参加工作,"[('马 甫 忠', '汉 族', 3)]","[('马 甫 忠', '汉 族', 3), ('马 甫 忠', '甘 肃 酒 泉', 2), ('马 甫 忠', '1962 年 10 月', 4)]"
970,《时候尚早》出自蓝奕邦的专辑《蓝》中的一首歌，发行于2008年7月30日,"[('时 候 尚 早', '蓝 奕 邦', 6)]","[('时 候 尚 早', '蓝 奕 邦', 6), ('时 候 尚 早', '《 蓝 》', 7), ('时 候 尚 早', '蓝 奕 邦', 9)]"
971,唐绍军1，男，1963年9月出生，土家族，湖北咸丰人，1989年4月加入中国共产党，大学文化，现任咸丰县人民检察院党组副书记　　1984,"[('唐 绍 军', '1963 年 9 月', 4), ('唐 绍 军', '中 国', 1), ('唐 绍 军', '湖 北 咸 丰', 2), ('唐 绍 军', '土 家 族', 3)]","[('唐 绍 军', '1963 年 9 月', 4), ('唐 绍 军', '土 家 族', 3), ('唐 绍 军', '湖 北 咸 丰', 2)]"
972,《乘喷射机离去》是陈珊妮演唱的歌曲，由李格弟作词，陈珊妮作曲1,"[('乘 喷 射 机 离 去', '李 格 弟', 8)]","[('乘 喷 射 机 离 去', '陈 珊 妮', 6), ('乘 喷 射 机 离 去', '李 格 弟', 8), ('乘 喷 射 机 离 去', '陈 珊 妮', 9)]"
973,《新科学怪人》是梅尔·布鲁克斯执导的恐怖片，梅尔·布鲁克斯、泰利·加尔参与演出,"[('新 科 学 怪 人', '梅 尔 · 布 鲁 克 斯', 14)]","[('新 科 学 怪 人', '梅 尔 · 布 鲁 克 斯', 13), ('新 科 学 怪 人', '梅 尔 · 布 鲁 克 斯', 14), ('新 科 学 怪 人', '泰 利 · 加 尔', 13)]"
974,《什么都依你》是安心亚演唱的歌曲，由陈韦伶作词作曲，收录于专辑《恶女》中,"[('什 么 都 依 你', '陈 韦 伶', 8), ('什 么 都 依 你', '陈 韦 伶', 9), ('什 么 都 依 你', '恶 女', 7)]","[('什 么 都 依 你', '陈 韦 伶', 9), ('什 么 都 依 你', '恶 女', 7), ('什 么 都 依 你', '安 心 亚', 6)]"
975,《玩儿》是所属专辑：龙井说唱2，演唱者：龙井说唱，作词和作曲也是龙井说唱,"[('玩 儿', '龙 井 说 唱', 7), ('玩 儿', '龙 井', 8), ('玩 儿', '龙 井', 9)]","[('玩 儿', '龙 井 说 唱', 8), ('玩 儿', '龙 井 说 唱', 9), ('玩 儿', '龙 井 说 唱 2', 7)]"
976,1987年，邓光荣、周润发、谢贤主演了由王家卫编剧的《江湖龙虎斗》,"[('江 湖 龙 虎 斗', '1987 年', 16)]","[('江 湖 龙 虎 斗', '谢 贤', 13), ('江 湖 龙 虎 斗', '邓 光 荣', 13), ('江 湖 龙 虎 斗', '周 润 发', 13)]"
977,邓志洪，男，汉族，1963年2月出生，湖南双峰人，1985年6月加入中国共产党，1981年8月参加工作，大学文化,"[('邓 志 洪', '中 国', 1), ('邓 志 洪', '湖 南 双 峰', 2)]","[('邓 志 洪', '1963 年 2 月', 4), ('邓 志 洪', '汉 族', 3), ('邓 志 洪', '湖 南 双 峰', 2)]"
978,柳州市发展和改革委员会任副主任  刘度量，男，汉族，1966年10月生，广西鹿寨县人，1992年2月加入中国共产党，1986年7月参加工作，中央党校行政管理专业毕业，政工师,"[('刘 度 量', '中 央 党 校', 5), ('刘 度 量', '汉 族', 3)]","[('刘 度 量', '汉 族', 3), ('刘 度 量', '1966 年 10 月', 4), ('刘 度 量', '广 西 鹿 寨 县', 2)]"
979,巴合提努尔·吾斯曼阿力，男，柯尔克孜族，1970年3月生，新疆阿合奇人，1989年9月参加工作，1999年12月入党，自治区党委党校大学学历（2004年12月自治区党委党校函授维语经管专业毕业）,"[('巴 合 提 努 尔 · 吾 斯 曼 阿 力', '1970 年 3 月', 2), ('巴 合 提 努 尔 · 吾 斯 曼 阿 力', '柯 尔 克 孜 族', 3), ('巴 合 提 努 尔 · 吾 斯 曼 阿 力', '1970 年 3 月', 4)]","[('巴 合 提 努 尔 · 吾 斯 曼 阿 力', '新 疆 阿 合 奇', 2), ('巴 合 提 努 尔 · 吾 斯 曼 阿 力', '柯 尔 克 孜 族', 3), ('巴 合 提 努 尔 · 吾 斯 曼 阿 力', '1970 年 3 月', 4)]"
980,《极速青春》是上海慈文影视传播有限公司出品的赛车题材电视剧，由甘露执导，韩东君、徐璐、丁野、董春辉、杜海涛等联袂主演123该剧讲述华少年路杰突破阻挠勇敢追逐赛车梦的故事,"[('极 速 青 春', '上 海 慈 文 影 视 传 播 有 限 公 司', 0)]","[('极 速 青 春', '杜 海 涛', 13), ('极 速 青 春', '上 海 慈 文 影 视 传 播 有 限 公 司', 0), ('极 速 青 春', '甘 露', 14)]"
981,《我不想说》是电视剧《外来妹》的主题曲，由陈小奇作词，李海鹰作曲，杨钰莹演唱,"[('我 不 想 说', '陈 小 奇', 8)]","[('我 不 想 说', '陈 小 奇', 8), ('我 不 想 说', '杨 钰 莹', 6), ('我 不 想 说', '李 海 鹰', 9)]"
982,田村隆平 ，日本男漫画家，1980年4月19日出生于滋贺县大津市，曾获得“2003年2月天下一漫画赏—审查员特别赏”，代表作是《恶魔奶爸》,"[('田 村 隆 平', '日 本', 1), ('田 村 隆 平', '滋 贺 县 大 津 市', 2), ('田 村 隆 平', '1980 年 4 月 19 日', 4)]","[('田 村 隆 平', '日 本', 1), ('田 村 隆 平', '滋 贺 县 大 津 市', 2), ('田 村 隆 平', '1980 年 4 月 19 日', 4)]"
983,基本信息歌名：后遗症1  词曲：胜屿  编曲：胜屿  演唱：胜屿  录混：李琰祥2歌曲内容[00:00,"[('后 遗 症', '胜 屿', 8), ('后 遗 症', '胜 屿', 9), ('后 遗 症', '胜 屿', 6)]","[('后 遗 症', '胜 屿', 8), ('后 遗 症', '胜 屿', 9), ('后 遗 症', '胜 屿', 6)]"
984,江小胤，男，汉族，龙岩市新罗区人，1976年4月生，1999年9月参加工作，2004年8月加入中国共产党，大学学历,"[('江 小 胤', '汉 族', 3), ('江 小 胤', '1976 年 4 月', 4), ('江 小 胤', '龙 岩 市 新 罗 区', 2)]","[('江 小 胤', '汉 族', 3), ('江 小 胤', '1976 年 4 月', 4), ('江 小 胤', '龙 岩 市 新 罗 区', 2)]"
985,吴恩周，1937年出生于四川巫山，1955年毕业于四川奉节师范学校，万县市电视台主任编辑,"[('吴 恩 周', '四 川 奉 节 师 范 学 校', 5), ('吴 恩 周', '1937 年', 4), ('吴 恩 周', '四 川 巫 山', 2)]","[('吴 恩 周', '四 川 奉 节 师 范 学 校', 5), ('吴 恩 周', '1937 年', 4), ('吴 恩 周', '四 川 巫 山', 2)]"
986,孔燕，女，1967年5月出生，汉族，浙江宁波人，大学文化，1985年参加工作，现为宁波市群艺馆副馆长1，浙江省舞蹈家协会会员，宁波市舞蹈家协会副主席2,"[('孔 燕', '浙 江 宁 波', 2), ('孔 燕', '汉 族', 3)]","[('孔 燕', '浙 江 宁 波', 2), ('孔 燕', '1967 年 5 月', 4), ('孔 燕', '汉 族', 3)]"
987,《行政法专论》是2010年3月1日中国人民大学出版社出版的图书，作者是周佑勇,"[('行 政 法 专 论', '中 国 人 民 大 学', 12)]","[('行 政 法 专 论', '中 国 人 民 大 学 出 版 社', 12), ('行 政 法 专 论', '周 佑 勇', 11), ('周 佑 勇', '中 国', 1)]"
988,《随爱逐流》为香港歌手王杰演唱的一首国语歌曲，收录于国语专辑《情愿不自由》中，发行于1995年10月,"[('随 爱 逐 流', '情 愿 不 自 由', 7), ('随 爱 逐 流', '王 杰', 6)]","[('随 爱 逐 流', '情 愿 不 自 由', 7), ('情 愿 不 自 由', '王 杰', 6), ('随 爱 逐 流', '王 杰', 6)]"
989,7月，参加由江苏卫视综艺节目《我们战斗吧》[12]，8月，搭档陈学冬、郑爽出演的青春偶像电视剧《夏至未至》在厦门开机，白敬亭饰演在前期总是带着阳光的笑容，然而在成长的冲击过后，却变得冷静和沉着的陆之昂[13],"[('夏 至 未 至', '郑 爽', 13), ('夏 至 未 至', '陈 学 冬', 13)]","[('夏 至 未 至', '白 敬 亭', 13), ('夏 至 未 至', '郑 爽', 13), ('夏 至 未 至', '陈 学 冬', 13)]"
990,电影《神剑七式》是李剑由执导的武侠片，徐少强、连伟健参加演出,"[('神 剑 七 式', '李 剑', 14)]","[('神 剑 七 式', '连 伟 健', 13), ('神 剑 七 式', '李 剑', 14), ('神 剑 七 式', '徐 少 强', 13)]"
991,《时光正好》是电影《夏有乔木雅望天堂》的推广曲，由唐恬作词，金大洲作曲，郁可唯演唱,"[('时 光 正 好', '金 大 洲', 9), ('时 光 正 好', '唐 恬', 8)]","[('时 光 正 好', '唐 恬', 8), ('时 光 正 好', '郁 可 唯', 6), ('时 光 正 好', '金 大 洲', 9)]"
992,2006年，加布里尔·穆奇诺执导根据美国黑人投资专家克里斯·加德纳的同名自传改编的传记剧情片《当幸福来敲门》12，该片由威尔·史密斯、贾登·史密斯，桑迪·牛顿联袂主演4，讲述了一位濒临破产、老婆离家的落魄业务员，到最后成为知名的金融投资家的励志故事13,"[('当 幸 福 来 敲 门', '加 布 里 尔 · 穆 奇 诺', 14)]","[('当 幸 福 来 敲 门', '克 里 斯 · 加 德 纳', 11), ('当 幸 福 来 敲 门', '加 布 里 尔 · 穆 奇 诺', 14), ('当 幸 福 来 敲 门', '威 尔 · 史 密 斯', 13)]"
993,2007年，参演由何群执导、黄奕、辛柏青出演的《秋海棠》，饰演“臧文喜”,"[('秋 海 棠', '何 群', 14), ('秋 海 棠', '辛 柏 青', 13), ('秋 海 棠', '黄 奕', 13)]","[('秋 海 棠', '何 群', 14), ('秋 海 棠', '辛 柏 青', 13), ('秋 海 棠', '黄 奕', 13)]"
994,刘金平，男，汉族，新干县沂江人，1966年2月出生，1988年8月参加工作，1992年11月入党，大学本科文化,"[('刘 金 平', '汉 族', 3)]","[('刘 金 平', '新 干', 2), ('刘 金 平', '汉', 3), ('刘 金 平', '1966 年 2 月', 4)]"
995,火花是罗嘉良演唱歌曲，由彭尼作曲，梁芷珊作词，英皇唱片公司发行,"[('火 花', '梁 芷 珊', 8), ('火 花', '彭 尼', 9)]","[('火 花', '梁 芷 珊', 8), ('火 花', '彭 尼', 9), ('火 花', '罗 嘉 良', 6)]"
996,《秘密的背后》是海润影视制作有限公司、北京小马奔腾文化传媒股份有限公司、北京风雷动文化传媒有限公司、北京中青映画影视文化传播有限公司、德丰天润国际影视传媒（北京）有限公司联合出品的一部爱情电视剧,"[('秘 密 的 背 后', '海 润 影 视 制 作 有 限 公 司', 0)]","[('秘 密 的 背 后', '北 京 风 雷 动 文 化 传 媒 有 限 公 司', 0), ('秘 密 的 背 后', '北 京 小 马 奔 腾 文 化', 0), ('秘 密 的 背 后', '海 润 影 视 制 作 有 限 公 司', 0)]"
997,福岛瑞穗出生于日本宫崎县延冈市，1980年毕业于闻名遐迩的东京大学法学部，1987年取得律师执照,"[('福 岛 瑞 穗', '日 本 宫 崎 县 延 冈 市', 2), ('福 岛 瑞 穗', '日 本', 1), ('福 岛 瑞 穗', '东 京 大 学', 5)]","[('福 岛 瑞 穗', '日 本 宫 崎 县 延 冈 市', 2), ('福 岛 瑞 穗', '东 京 大 学', 5), ('福 岛 瑞 穗', '日 本', 1)]"
998,《城市生态工程学》是化学工业出版社2003年出版的图书，作者是李月明，范青华,"[('城 市 生 态 工 程 学', '范 青 华', 11), ('城 市 生 态 工 程 学', '李 月 明', 11), ('城 市 生 态 工 程 学', '化 学 工 业 出 版 社', 12)]","[('城 市 生 态 工 程 学', '范 青 华', 11), ('城 市 生 态 工 程 学', '李 月 明', 11), ('城 市 生 态 工 程 学', '化 学 工 业', 12)]"
999,《柏拉图的异想世界》是潘玮柏演唱，邵建维作词，纪佳松编曲的歌曲，收录在他的第十张个人专辑《王者丑生》中,"[('柏 拉 图 的 异 想 世 界', '潘 玮 柏', 6), ('柏 拉 图 的 异 想 世 界', '王 者 丑 生', 7), ('柏 拉 图 的 异 想 世 界', '邵 建 维', 8)]","[('柏 拉 图 的 异 想 世 界', '潘 玮 柏', 6), ('柏 拉 图 的 异 想 世 界', '王 者 丑 生', 7), ('柏 拉 图 的 异 想 世 界', '邵 建 维', 8)]"
1000,段夕明，男，汉族，四川内江人，大学学历，1968年8月生，1987年12月参加工作，1991年7月加入中国共产党,"[('段 夕 明', '汉 族', 3)]","[('段 夕 明', '四 川 内 江', 2), ('段 夕 明', '1968 年 8 月', 4), ('段 夕 明', '汉 族', 3)]"
1001,《快乐不过是做你想做的而已》是由陈楚生演唱的一首歌曲，收录在《我知道你离我不远》的专辑中,"[('快 乐 不 过 是 做 你 想 做 的 而 已', '陈 楚 生', 6)]","[('快 乐 不 过 是 做 你 想 做 的 而 已', '陈 楚 生', 6), ('快 乐 不 过 是 做 你 想 做 的 而 已', '我 知 道 你 离 我 不 远', 7), ('我 知 道 你 离 我 不 远', '陈 楚 生', 6)]"
1002,基本信息《慢慢地我走近你》是由歌手毛宁/杨钰莹演唱的歌曲，出自专辑《能有几次这样的爱》,"[('慢 慢 地 我 走 近 你', '能 有 几 次 这 样 的 爱', 7), ('慢 慢 地 我 走 近 你', '杨 钰 莹', 6), ('慢 慢 地 我 走 近 你', '毛 宁', 6)]","[('慢 慢 地 我 走 近 你', '能 有 几 次 这 样 的 爱', 7), ('慢 慢 地 我 走 近 你', '杨 钰 莹', 6), ('慢 慢 地 我 走 近 你', '毛 宁', 6)]"
1003,6.《丁香花》——唐磊：曾几何时，网络上一首感人至深的《丁香花》感动了无数的歌迷朋友，背后的词曲作者便是其貌不扬的创作歌手唐磊，根据真实故事改编的《丁香花》一经推出便传唱一时，可是爆红之后唐磊也逐渐消失在歌迷的视线之中,"[('丁 香 花', '唐 磊', 6), ('丁 香 花', '唐 磊', 8), ('丁 香 花', '唐 磊', 9)]","[('丁 香 花', '唐 磊', 6), ('丁 香 花', '唐 磊', 8), ('丁 香 花', '唐 磊', 9)]"
