,text,pre,truth
463,3.黄子韬出道至今，褒贬不一，与公司解约回国后专注于自己的音乐事业，被网友发掘表情包天赋，被称为行走的表情包，搭档黄晓明杨幂出演电影版《何以笙箫默》，参加综艺《闪亮的爸爸》《我们的法则》《真正男子汉》，出演电视剧《大话西游之爱你一万年》，多次参加《快乐大本营》录制，狂热吸粉，真正男子汉第二季的播出，很多人对这和大男孩路人转粉黑粉转脑残粉,"[('何 以 笙 箫 默', '杨 幂', 13)]","[('何 以 笙 箫 默', '杨 幂', 13), ('何 以 笙 箫 默', '黄 子 韬', 13), ('何 以 笙 箫 默', '黄 晓 明', 13)]"
464,张健，男，汉族，河南信阳人，1970年10月出生， 1999年7月参加工作，1998年12月加入中国共产党，博士研究生学历，现任河海大学教授、博士生导师、科技处副处长，提名挂任,"[('张 健', '1970 年 10 月', 4), ('张 健', '汉 族', 3), ('张 健', '河 南 信 阳', 2)]","[('张 健', '河 南 信 阳', 2), ('张 健', '1970 年 10 月', 4), ('张 健', '汉 族', 3), ('张 健', '中 国', 1)]"
465,说点靠谱的就是侯鸿亮制片，孔笙执导《大江大河》目前正在热拍，其中主演是王凯、杨烁、董子健，该剧同样是正午阳光出品，也是值得期待的，绕着改革开放初期，宋运辉、雷东宝、杨巡的截然相反的命运而展开,"[('大 江 大 河', '孔 笙', 14)]","[('大 江 大 河', '董 子 健', 13), ('大 江 大 河', '王 凯', 13), ('大 江 大 河', '杨 烁', 13), ('大 江 大 河', '孔 笙', 14)]"
466,陈瑞爱1，女，汉族，广东新兴人，1970年12月出生，无党派人士，毕业于中国农业大学微生物专业，在职研究生学历，理学博士学位，是第十二届、十三届全国人大代表（广东代表团）,"[('陈 瑞 爱', '中 国 农 业 大 学', 5), ('陈 瑞 爱', '1970 年 12 月', 4), ('陈 瑞 爱', '汉 族', 3), ('陈 瑞 爱', '广 东 新 兴', 2)]","[('陈 瑞 爱', '中 国 农 业 大 学', 5), ('陈 瑞 爱', '1970 年 12 月', 4), ('陈 瑞 爱', '广 东 新 兴', 2), ('陈 瑞 爱', '汉 族', 3)]"
467,《天冷就回来》是由陈洁仪演唱的一首歌曲，1由梁文福填词谱曲，收录于专辑《异想世界》中,"[('天 冷 就 回 来', '陈 洁 仪', 6), ('天 冷 就 回 来', '异 想 世 界', 7), ('天 冷 就 回 来', '梁 文 福', 8), ('天 冷 就 回 来', '梁 文 福', 9)]","[('天 冷 就 回 来', '陈 洁 仪', 6), ('天 冷 就 回 来', '《 异 想 世 界 》', 7), ('天 冷 就 回 来', '梁 文 福', 8), ('天 冷 就 回 来', '梁 文 福', 9)]"
468,《百年中国经典散文：人生卷》是2006年内蒙古文化出版社出版的图书，作者是林非、李晓虹、王兆胜,"[('百 年 中 国 经 典 散 文 ： 人 生 卷', '内 蒙 古 文 化 出 版 社', 12)]","[('百 年 中 国 经 典 散 文 ： 人 生 卷', '王 兆 胜', 11), ('百 年 中 国 经 典 散 文 ： 人 生 卷', '李 晓 虹', 11), ('百 年 中 国 经 典 散 文 ： 人 生 卷', '内 蒙 古 文 化 出 版 社', 12), ('百 年 中 国 经 典 散 文 ： 人 生 卷', '林 非', 11)]"
469,《中神通王重阳》是由余明生执导的的20集古装武侠剧，郑伊健、罗嘉良、梁佩玲等参加演出,"[('中 神 通 王 重 阳', '余 明 生', 14), ('中 神 通 王 重 阳', '梁 佩 玲', 13)]","[('中 神 通 王 重 阳', '罗 嘉 良', 13), ('中 神 通 王 重 阳', '余 明 生', 14), ('中 神 通 王 重 阳', '郑 伊 健', 13), ('中 神 通 王 重 阳', '梁 佩 玲', 13)]"
470,《时光倒流二十年》是香港流行男歌手陈奕迅的一首粤语歌曲，由林夕作词，伍乐城作曲，陈奕迅演唱,"[('时 光 倒 流 二 十 年', '林 夕', 8), ('时 光 倒 流 二 十 年', '伍 乐 城', 9), ('时 光 倒 流 二 十 年', '陈 奕 迅', 6)]","[('时 光 倒 流 二 十 年', '林 夕', 8), ('时 光 倒 流 二 十 年', '陈 奕 迅', 6), ('十 年', '林 夕', 8), ('时 光 倒 流 二 十 年', '伍 乐 城', 9)]"
471,《笑傲蜀山》是由曲泉丞作词作曲并演唱的一首柔美性的歌曲，该曲收录于2012年发行的专辑《蜀山传奇 游戏原声带》，是大型网游《蜀山传奇》的主题曲,"[('笑 傲 蜀 山', '曲 泉 丞', 8), ('笑 傲 蜀 山', '曲 泉 丞', 9)]","[('笑 傲 蜀 山', '曲 泉 丞', 6), ('笑 傲 蜀 山', '蜀 山 传 奇 游 戏 原 声 带', 7), ('笑 傲 蜀 山', '曲 泉 丞', 8), ('笑 傲 蜀 山', '曲 泉 丞', 9)]"
472,袁宏斌，男，汉族，1968年3月出生，河南宝丰人，1993年5月加入中国共产党，1989年7月参加工作，省委党校大学学历,"[('袁 宏 斌', '汉 族', 3), ('袁 宏 斌', '中 国', 1), ('袁 宏 斌', '河 南 宝 丰', 2)]","[('袁 宏 斌', '1968 年 3 月', 4), ('袁 宏 斌', '汉 族', 3), ('袁 宏 斌', '中 国', 1), ('袁 宏 斌', '河 南 宝 丰', 2)]"
473,《巨型女的袭击》是由克里斯多弗·盖斯特执导，丹尼尔·鲍德温，威廉·温德姆等主演的科幻电影，1993年在美国上映,"[('巨 型 女 的 袭 击', '1993 年', 16), ('巨 型 女 的 袭 击', '丹 尼 尔 · 鲍 德 温', 13)]","[('巨 型 女 的 袭 击', '克 里 斯 多 弗 · 盖 斯 特', 14), ('巨 型 女 的 袭 击', '1993 年', 16), ('巨 型 女 的 袭 击', '丹 尼 尔 · 鲍 德 温', 13), ('巨 型 女 的 袭 击', '威 廉 · 温 德 姆', 13)]"
474,《陨落的星星》是日本作家石田衣良创作的长篇小说，由九州出版社出版发行,"[('石 田 衣 良', '日 本', 1), ('陨 落 的 星 星', '九 州 出 版 社', 12)]","[('石 田 衣 良', '日 本', 1), ('石 田 衣 良', '日 本', 2), ('陨 落 的 星 星', '石 田 衣 良', 11), ('陨 落 的 星 星', '九 州 出 版 社', 12)]"
475,《家风》由家黄石、秦阳作词，孟文豪作曲，汤非演唱歌曲,"[('家 风', '秦 阳', 8), ('家 风', '汤 非', 6), ('家 风', '家 黄 石', 8), ('家 风', '孟 文 豪', 9)]","[('家 风', '秦 阳', 8), ('家 风', '汤 非', 6), ('家 风', '黄 石', 8), ('家 风', '孟 文 豪', 9)]"
476,《继承人》是由阎建钢执导，刘恺威、蒋欣、刘松仁领衔主演的都市情感律政剧1,"[('继 承 人', '阎 建 钢', 14)]","[('继 承 人', '刘 松 仁', 13), ('继 承 人', '蒋 欣', 13), ('继 承 人', '刘 恺 威', 13), ('继 承 人', '阎 建 钢', 14)]"
477,《永不退缩》 是由杰夫·瓦德洛执导，克里斯·哈迪担任编剧，肖恩·法瑞斯，凯姆·吉甘戴和艾梅柏·希尔德联袂出演，影片于2008年3月14日在美国上映,"[('永 不 退 缩', '2008 年 3 月 14 日', 16)]","[('永 不 退 缩', '艾 梅 柏 · 希 尔 德', 13), ('永 不 退 缩', '杰 夫 · 瓦 德 洛', 14), ('永 不 退 缩', '肖 恩 · 法 瑞 斯', 13), ('永 不 退 缩', '凯 姆 · 吉 甘 戴', 13)]"
478,高中的时候许嵩仍然引领着一代潮流，他的歌曲风格被很多歌手模仿，那个时期他的作品都是歌词非常有意境美，歌曲伤感居多的类型，比如说那个时候出的《全球变冷》、《清明雨上》还有《灰色头像》都是非常具有代表性的作品，也是脍炙人口的作品,"[('清 明 雨 上', '许 嵩', 8), ('清 明 雨 上', '许 嵩', 6)]","[('清 明 雨 上', '许 嵩', 8), ('灰 色 头 像', '许 嵩', 9), ('全 球 变 冷', '许 嵩', 6), ('灰 色 头 像', '许 嵩', 6)]"
479,邓志荣，女，1962年7月出生，汉族，北京人，1984年12月入党，1981年7月参加工作，中央党校研究生（中央党校函授学院经济管理专业），高级政工师,"[('邓 志 荣', '1962 年 7 月', 4), ('邓 志 荣', '北 京', 2), ('邓 志 荣', '汉 族', 3)]","[('邓 志 荣', '中 央 党 校', 5), ('邓 志 荣', '汉 族', 3), ('邓 志 荣', '1962 年 7 月', 4), ('邓 志 荣', '北 京', 2)]"
480,2012年，阿斯哈·法哈蒂执导由蕾拉·哈塔米、佩曼·莫阿迪、萨蕾·巴亚特等人主演的剧情片《纳德和西敏：一次别离》，该片获得第61届柏林国际电影节金熊奖、第84届奥斯卡金像奖最佳外语片奖9,"[('纳 德 和 西 敏 ： 一 次 别 离', '阿 斯 哈 · 法 哈 蒂', 14)]","[('纳 德 和 西 敏 ： 一 次 别 离', '阿 斯 哈 · 法 哈 蒂', 14), ('纳 德 和 西 敏 ： 一 次 别 离', '佩 曼 · 莫 阿 迪', 13), ('纳 德 和 西 敏 ： 一 次 别 离', '蕾 拉 · 哈 塔 米', 13), ('纳 德 和 西 敏 ： 一 次 别 离', '萨 蕾 · 巴 亚 特', 13)]"
481,《今宵多珍重》，是郑国江作词，王福龄作曲，鲍比达编曲，陈百强演唱的歌曲，收录于陈百强1982年6月发行的专辑《倾诉》中,"[('今 宵 多 珍 重', '王 福 龄', 9), ('今 宵 多 珍 重', '陈 百 强', 6), ('今 宵 多 珍 重', '郑 国 江', 8), ('今 宵 多 珍 重', '倾 诉', 7)]","[('今 宵 多 珍 重', '王 福 龄', 9), ('今 宵 多 珍 重', '陈 百 强', 6), ('今 宵 多 珍 重', '郑 国 江', 8), ('今 宵 多 珍 重', '倾 诉', 7)]"
482,《流星雨又来临》是魏晨演唱的歌曲，由魏晨亲自作曲、作词，是电视剧《一起又看流星雨》的插曲，收录在专辑《千方百计》中,"[('流 星 雨 又 来 临', '千 方 百 计', 7), ('流 星 雨 又 来 临', '魏 晨', 8)]","[('流 星 雨 又 来 临', '魏 晨', 9), ('流 星 雨 又 来 临', '千 方 百 计', 7), ('流 星 雨 又 来 临', '魏 晨', 6), ('流 星 雨 又 来 临', '魏 晨', 8)]"
483,《无形的手》这首歌由何炅演唱，吴向飞作词，全胜禹作曲，于2006-12-05发行所属专辑名是【自己】,"[('无 形 的 手', '全 胜 禹', 9), ('无 形 的 手', '何 炅', 6), ('无 形 的 手', '吴 向 飞', 8)]","[('无 形 的 手', '自 己', 7), ('无 形 的 手', '全 胜 禹', 9), ('无 形 的 手', '何 炅', 6), ('无 形 的 手', '吴 向 飞', 8)]"
484,黄建鹏，1964年出生于四川成都，毕业于南京师范大学美术系,"[('黄 建 鹏', '1964 年', 4), ('黄 建 鹏', '四 川 成 都', 2), ('黄 建 鹏', '南 京 师 范 大 学', 5)]","[('黄 建 鹏', '1964 年', 4), ('黄 建 鹏', '成 都', 2), ('黄 建 鹏', '南 京 师 范 大 学 美 术 系', 5), ('黄 建 鹏', '南 京 师 范 大 学', 5)]"
485,欧志云  1939年1月生，广东中山人，毕业于华南工学院化机专业本科，高级工程师，曾任中国科学院广州能源研究所副处长，现已退休,"[('欧 志 云', '华 南 工 学 院', 5), ('欧 志 云', '广 东 中 山', 2), ('欧 志 云', '中 国', 1)]","[('欧 志 云', '1939 年 1 月', 4), ('欧 志 云', '华 南 工 学 院', 5), ('欧 志 云', '广 东 中 山', 2), ('欧 志 云', '中 国', 1)]"
486,在海飞的民国谍战电视剧《麻雀》中饰演苏三省，合作演员：李易峰、周冬雨、张鲁一、张若昀,"[('麻 雀', '海 飞', 14)]","[('麻 雀', '张 鲁 一', 13), ('麻 雀', '李 易 峰', 13), ('麻 雀', '张 若 昀', 13), ('麻 雀', '周 冬 雨', 13)]"
487,《阳光总在风雨后》是陈佳明作词作曲，吴庆隆编曲，许美静演唱的一首歌曲，收录在专辑《都是夜归人》中,"[('阳 光 总 在 风 雨 后', '都 是 夜 归 人', 7), ('阳 光 总 在 风 雨 后', '许 美 静', 6), ('阳 光 总 在 风 雨 后', '陈 佳 明', 8), ('阳 光 总 在 风 雨 后', '陈 佳 明', 9)]","[('阳 光 总 在 风 雨 后', '都 是 夜 归 人', 7), ('阳 光 总 在 风 雨 后', '许 美 静', 6), ('阳 光 总 在 风 雨 后', '陈 佳 明', 8), ('阳 光 总 在 风 雨 后', '陈 佳 明', 9)]"
488,《不为谁而作的歌》是林俊杰演唱的一首歌曲，由林秋离填词，林俊杰谱曲，收录在林俊杰于2015年12月25日发行的实验专辑《和自己对话》中，为该专辑的首波主打,[],"[('不 为 谁 而 作 的 歌', '林 俊 杰', 6), ('不 为 谁 而 作 的 歌', '和 自 己 对 话', 7), ('不 为 谁 而 作 的 歌', '林 俊 杰', 9), ('不 为 谁 而 作 的 歌', '林 秋 离', 8)]"
489,由黄真真执导，陈意涵、薛凯琪、张钧甯领衔主演的电影《闺蜜2》将于正月十五上映,"[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]","[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]"
490,原标题：张钧甯《闺蜜2》今日上映 突破形象挑战新戏路由黄真真执导，张钧甯携手好闺蜜陈意涵、薛凯琪主演的冒险喜剧电影《闺蜜2》已于今日在全国公映,"[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]","[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]"
491,2006年在筹备专辑《依然范特西》时，周杰伦改变曲风、突破以往的路线，创作了《迷迭香》这首爵士风格的歌曲，录音时他也努力唱得性感一点23，方文山以”迷迭香的香味形容女性的魅力“作为立意，创作了这首歌曲的歌词4,"[('迷 迭 香', '周 杰 伦', 9), ('迷 迭 香', '周 杰 伦', 6)]","[('迷 迭 香', '依 然 范 特 西', 7), ('迷 迭 香', '周 杰 伦', 9), ('迷 迭 香', '周 杰 伦', 6), ('迷 迭 香', '方 文 山', 8)]"
492,《你一定要幸福》是中国内地女歌手何洁演唱的一首情歌，由唐恬作词，吴梦奇作曲，作为电视剧《美丽分贝》的主题曲，于2006年03月25日正式发行,"[('你 一 定 要 幸 福', '唐 恬', 8), ('你 一 定 要 幸 福', '吴 梦 奇', 9)]","[('你 一 定 要 幸 福', '何 洁', 6), ('你 一 定 要 幸 福', '唐 恬', 8), ('何 洁', '中 国', 1), ('你 一 定 要 幸 福', '吴 梦 奇', 9)]"
493,堪称“票房灵药”的4位演员：王宝强垫底，吴京第2，第1无人不服周星驰，1962年6月22日生于香港，祖籍浙江宁波，中国香港演员、导演、编剧、制作人、商人，毕业于无线电视艺员训练班,"[('周 星 驰', '无 线 电 视 艺 员 训 练 班', 5)]","[('周 星 驰', '香 港', 2), ('周 星 驰', '中 国', 1), ('周 星 驰', '1962 年 6 月 22 日', 4), ('周 星 驰', '无 线 电 视 艺 员 训 练 班', 5)]"
494,谭勇球，男，1977年4月生，汉族，岑溪市马路人，广西大学林学院林学系林学专业，大学本科学历,"[('谭 勇 球', '汉 族', 3), ('谭 勇 球', '广 西 大 学', 5)]","[('谭 勇 球', '岑 溪 市 马 路', 2), ('谭 勇 球', '1977 年 4 月', 4), ('谭 勇 球', '汉 族', 3), ('谭 勇 球', '广 西 大 学', 5)]"
495,《处处吻》是由林夕作词，雷颂德作曲，杨千嬅演唱的一首歌曲，收录于专辑《电光幻影》中，发行于2004年06月25日,"[('处 处 吻', '雷 颂 德', 9), ('处 处 吻', '电 光 幻 影', 7), ('处 处 吻', '林 夕', 8), ('处 处 吻', '杨 千 嬅', 6)]","[('处 处 吻', '雷 颂 德', 9), ('处 处 吻', '电 光 幻 影', 7), ('处 处 吻', '林 夕', 8), ('处 处 吻', '杨 千 嬅', 6)]"
496,4、《风筝》是新丽传媒、东方联盟联合出品的年代谍战剧，由柳云龙执导，柳云龙、罗海琼领衔主演,"[('风 筝', '新 丽 传 媒 、 东 方 联 盟', 0)]","[('风 筝', '新 丽 传 媒 、 东 方 联 盟', 0), ('风 筝', '罗 海 琼', 13), ('风 筝', '柳 云 龙', 14), ('风 筝', '柳 云 龙', 13)]"
497,沃岭生，男，达斡尔族，1958年6月出生，黑龙江省龙江县人，1978年4月加入中国共产党，1979年7月参加工作，中央广播电视大学汉语言文学专业毕业，大学学历,"[('沃 岭 生', '黑 龙 江 省 龙 江 县', 2), ('沃 岭 生', '达 斡 尔 族', 3), ('沃 岭 生', '1958 年 6 月', 4)]","[('沃 岭 生', '黑 龙 江 省 龙 江 县', 2), ('沃 岭 生', '达 斡 尔 族', 3), ('沃 岭 生', '1958 年 6 月', 4), ('沃 岭 生', '中 央 广 播 电 视 大 学', 5)]"
498,杨再春，男，汉族，1963年1月出生，贵州铜仁人，1981年7月参加工作，1983年10月加入中国共产党，中央党校政治学理论专业在职研究生学历,"[('杨 再 春', '汉 族', 3), ('杨 再 春', '贵 州 铜 仁', 2)]","[('杨 再 春', '汉 族', 3), ('杨 再 春', '1963 年 1 月', 4), ('杨 再 春', '中 国', 1), ('杨 再 春', '贵 州 铜 仁', 2)]"
499,《中国特警》是由国家武警总部、北京依品传媒2010年联合出品的电视剧，于敏执导，杨凡、丁甜等主演的电视剧,"[('中 国 特 警', '国 家 武 警 总 部 、 北 京 依 品 传 媒', 0)]","[('中 国 特 警', '杨 凡', 13), ('中 国 特 警', '丁 甜', 13), ('中 国 特 警', '于 敏', 14), ('中 国 特 警', '北 京 依 品 传 媒', 0)]"
500,詹维克，1954年生于浙江丽水，1980年中国美术学院油画系毕业,"[('詹 维 克', '中 国 美 术 学 院', 5), ('詹 维 克', '中 国', 1)]","[('詹 维 克', '中 国 美 术 学 院', 5), ('詹 维 克', '1954 年', 4), ('詹 维 克', '中 国 美 术 学 院 油 画 系', 5), ('詹 维 克', '浙 江 丽 水', 2)]"
501,《夜行人》由成都止于至善传媒联合成都传媒集团先锋影视公司共同打造，舒曜担任制片人，青年导演蔡宇飞执导，编剧默媛静，演员张翔、王靓雅等联袂主演，创作过《伪装者》的著名作家张勇担任文学总监,"[('夜 行 人', '蔡 宇 飞', 14)]","[('夜 行 人', '王 靓 雅', 13), ('夜 行 人', '蔡 宇 飞', 14), ('伪 装 者', '张 勇', 11), ('夜 行 人', '张 翔', 13)]"
502,蔡黎丽，女，汉族，1970年11月出生，安徽省金寨县人，1990年8月参加工作，安徽省委党校大学学历,"[('蔡 黎 丽', '安 徽 省 委 党 校', 5), ('蔡 黎 丽', '汉 族', 3)]","[('蔡 黎 丽', '安 徽 省 委 党 校', 5), ('黎 丽', '汉 族', 3), ('蔡 黎 丽', '安 徽 省 金 寨 县', 2), ('蔡 黎 丽', '汉 族', 3)]"
503,谷来勋，男，汉族，1954年10月生，河南驻马店人，1975年10月参加工作，1983年12月加入中国共产党，大学本科学历，学士学位,"[('谷 来 勋', '1954 年 10 月', 4), ('谷 来 勋', '汉 族', 3), ('谷 来 勋', '河 南 驻 马 店', 2), ('谷 来 勋', '中 国', 1)]","[('谷 来 勋', '1954 年 10 月', 4), ('谷 来 勋', '汉 族', 3), ('谷 来 勋', '河 南 驻 马 店', 2), ('谷 来 勋', '中 国', 1)]"
504,2011年，闵孝琳与沈恩敬、姜素拉联袂主演喜剧电影《阳光姐妹淘》，饰演沉默傲慢的冰山美人郑秀智，该片票房突破700万观影人次45,"[('阳 光 姐 妹 淘', '沈 恩 敬', 13), ('阳 光 姐 妹 淘', '闵 孝 琳', 13), ('阳 光 姐 妹 淘', '姜 素 拉', 13)]","[('阳 光 姐 妹 淘', '沈 恩 敬', 13), ('阳 光 姐 妹 淘', '2011 年', 16), ('阳 光 姐 妹 淘', '姜 素 拉', 13), ('阳 光 姐 妹 淘', '闵 孝 琳', 13)]"
505,《来来往往》是田迪执导的都市情感剧，由濮存昕、吕丽萍、许晴领衔主演1,"[('来 来 往 往', '许 晴', 13), ('来 来 往 往', '吕 丽 萍', 13), ('来 来 往 往', '田 迪', 14), ('来 来 往 往', '濮 存 昕', 13)]","[('来 来 往 往', '许 晴', 13), ('来 来 往 往', '吕 丽 萍', 13), ('来 来 往 往', '田 迪', 14), ('来 来 往 往', '濮 存 昕', 13)]"
506,《闺蜜2》新片上映演绎三姐妹戏里戏外的闺蜜情《闺蜜2》由黄真真执导，陈意涵、薛凯琪、张钧甯领衔主演的一部诉说友情的电影,"[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]","[('闺 蜜 2', '陈 意 涵', 13), ('闺 蜜 2', '张 钧 甯', 13), ('闺 蜜 2', '薛 凯 琪', 13), ('闺 蜜 2', '黄 真 真', 14)]"
507,第三名：李晓霞李晓霞，1988年6月21日生于辽宁鞍山，中国女子乒乓球运动员、中国女子乒乓球队队员，上海体育学院中国乒乓球学院2013级研究生,"[('李 晓 霞', '中 国', 1)]","[('李 晓 霞', '上 海 体 育 学 院', 5), ('李 晓 霞', '辽 宁 鞍 山', 2), ('李 晓 霞', '1988 年 6 月 21 日', 4), ('李 晓 霞', '中 国', 1)]"
508,"陈为民，男，1957年10月生，汉族,江苏南京人，中央党校大学学历，1983年4月加入中国共产党，1976年10月参加工作","[('陈 为 民', '1957 年 10 月', 4), ('陈 为 民', '中 国', 1), ('陈 为 民', '汉 族', 3)]","[('陈 为 民', '1957 年 10 月', 4), ('陈 为 民', '中 国', 1), ('陈 为 民', '江 苏 南 京', 2), ('陈 为 民', '汉 族', 3)]"
509,《一再无言》是一首由林振强作词、袁卓繁作曲、编曲，王杰演唱的粤语歌曲，收录在专辑《谁明浪子心》中，由华纳唱片、飞碟唱片于1989年08月21日发行,"[('一 再 无 言', '袁 卓 繁', 9), ('一 再 无 言', '谁 明 浪 子 心', 7), ('一 再 无 言', '林 振 强', 8)]","[('一 再 无 言', '袁 卓 繁', 9), ('一 再 无 言', '王 杰', 6), ('一 再 无 言', '谁 明 浪 子 心', 7), ('一 再 无 言', '林 振 强', 8)]"
510,对于台湾女星白冰冰，许多人并不陌生，1997年其女儿白晓燕上学途中遭歹徒绑架，最终被歹徒撕票，歹徒将白晓燕性侵并杀害，白晓燕命案在当时轰动海内外，承受丧女之痛的白冰冰经历了多年才重新振作起来，后来复出演艺圈，拍了多部作品，联手张国立、霍建华、杨千嬅、贾乃亮等人主演的电视剧《武十郎》是许多人的经典记忆，其在剧中饰演的雷老虎至今让人印象深刻,"[('白 冰 冰', '台 湾', 2)]",[]
511,吴爱红，女，仫佬族，1966年11月生，广西罗城人，1984年7月参加工作，2005年9月广西大学科技哲学专业毕业，在职研究生学历,"[('吴 爱 红', '广 西 大 学', 5), ('吴 爱 红', '[UNK] 佬 族', 3)]","[('吴 爱 红', '广 西 罗 城', 2), ('吴 爱 红', '[UNK] 佬 族', 3), ('吴 爱 红', '1966 年 11 月', 4), ('吴 爱 红', '广 西 大 学', 5)]"
512,《勇气》专辑是继第一张专辑《一夜长大》后梁静茹加盟滚石唱片的第二张专辑，历时两年制作，这首专辑同名主打歌则是光良从无印良品单飞之后的第一首作品，而光良在为静茹写这首歌时，并不像一般歌曲整首歌完成后，再进录音室配唱，而是在配唱过程中，光良亲自示范歌曲想要传达的情感，分阶段让静茹不断试唱，找出静茹最适合的声线来表达，填词人瑞业也流畅的把静茹勇敢性格融入歌曲中，而这首歌的灵感则是来源于梁静茹当时要接受的一段新感情,"[('勇 气', '光 良', 8), ('一 夜 长 大', '梁 静 茹', 6)]","[('一 夜 长 大', '梁 静 茹', 6), ('勇 气', '梁 静 茹', 6)]"
513,吴红娅，女，1963年10月生，土家族，湖北恩施人，美国俄亥俄大学商学院工商管理专业研究生毕业，1984年7月参加工作，1990年6月加入中国共产党,"[('吴 红 娅', '中 国', 1), ('吴 红 娅', '土 家 族', 3)]","[('吴 红 娅', '中 国', 1), ('吴 红 娅', '土 家 族', 3), ('吴 红 娅', '湖 北 恩 施', 2), ('吴 红 娅', '1963 年 10 月', 4)]"
514,《笑傲江湖》是2001年版《笑傲江湖》片头曲，由刘欢、王菲主唱，黑鸭子演唱组和声，易茗作词，赵季平作曲，是2001年央视版《笑傲江湖》的同名片尾曲,"[('笑 傲 江 湖', '易 茗', 8)]","[('笑 傲 江 湖', '易 茗', 8), ('笑 傲 江 湖', '王 菲', 6), ('笑 傲 江 湖', '赵 季 平', 9), ('笑 傲 江 湖', '刘 欢', 6)]"
515,王方，男，汉族，河南方城人，1969年4月生，1991年8月参加工作，1999年11月入党，在职大专学历（1995年6月新疆财经学院会计专业毕业），高级经济师,"[('王 方', '汉 族', 3), ('王 方', '新 疆 财 经 学 院', 5)]","[('王 方', '1969 年 4 月', 4), ('王 方', '汉 族', 3), ('王 方', '河 南 方 城', 2), ('王 方', '新 疆 财 经 学 院', 5)]"
516,由腾讯视频、欢瑞世纪影视传媒股份有限公司联合出品，当红花旦杨幂首次担任制片人兼主演的互联网独播大剧《微时代》，6月13日在上海电视节期间举行了定档发布会,"[('微 时 代', '腾 讯 视 频', 0), ('微 时 代', '欢 瑞 世 纪 影 视 传 媒 股 份 有 限 公 司', 0)]","[('微 时 代', '腾 讯 视 频', 0), ('微 时 代', '欢 瑞 世 纪', 0), ('微 时 代', '杨 幂', 13), ('微 时 代', '欢 瑞 世 纪 影 视 传 媒 股 份 有 限 公 司', 0)]"
517,《风波亭轶事》是郝一平执导，国建勇、刘辉、刘淑英等主演的5集剧集，1992年出品,"[('风 波 亭 轶 事', '郝 一 平', 14)]","[('风 波 亭 轶 事', '郝 一 平', 14), ('风 波 亭 轶 事', '国 建 勇', 13), ('风 波 亭 轶 事', '刘 辉', 13), ('风 波 亭 轶 事', '刘 淑 英', 13)]"
518,《勇敢说出爱》是台湾歌手孟庭苇专辑《孟庭苇的炎夏》中的一首歌曲，由夏炎作词、赵博作曲，孟庭苇与夏炎对唱,"[('勇 敢 说 出 爱', '赵 博', 9), ('勇 敢 说 出 爱', '炎 夏', 7), ('勇 敢 说 出 爱', '夏 炎', 8)]","[('勇 敢 说 出 爱', '孟 庭 苇', 6), ('勇 敢 说 出 爱', '赵 博', 9), ('勇 敢 说 出 爱', '孟 庭 苇 的 炎 夏', 7), ('勇 敢 说 出 爱', '夏 炎', 8)]"
519,《烈血青春》是1991年新加坡出品的电视剧，由陈丽贞、陈之财和沈金兴主演,"[('烈 血 青 春', '陈 之 财', 13), ('烈 血 青 春', '陈 丽 贞', 13), ('烈 血 青 春', '沈 金 兴', 13)]","[('烈 血 青 春', '陈 之 财', 13), ('烈 血 青 春', '1991 年', 16), ('烈 血 青 春', '沈 金 兴', 13), ('烈 血 青 春', '陈 丽 贞', 13)]"
520,董学文，男，汉族，1963年2月生，籍贯安徽天长，安徽省委党校大学学历，中共党员,"[('董 学 文', '1963 年 2 月', 4), ('董 学 文', '安 徽 天 长', 2), ('董 学 文', '汉 族', 3)]","[('董 学 文', '安 徽 省 委 党 校', 5), ('董 学 文', '1963 年 2 月', 4), ('董 学 文', '安 徽 天 长', 2), ('董 学 文', '汉 族', 3)]"
521,吉子俊，男，1962年7月生，汉族，江苏涟水人，省委党校研究生学历，1986年9月加入中国共产党，1981年7月参加工作,"[('吉 子 俊', '汉 族', 3), ('吉 子 俊', '中 国', 1)]","[('吉 子 俊', '1962 年 7 月', 4), ('吉 子 俊', '汉 族', 3), ('吉 子 俊', '中 国', 1), ('吉 子 俊', '江 苏 涟 水', 2)]"
